jurisdiction_id,authority_id,source_id,capability_type,source_url,platform_family,smallest_observed_unit,valid_from,valid_to,evidence_snapshot_sha256,verification_status,assessment_method,evidence_reference,notes
us:mi:county:allegan,us:authority:mi:county-clerk:allegan-county-clerk,legacy:us:mi:county:allegan:source:1,election_night,https://www.allegancounty.org/departments/county-clerk/elections,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:allegan:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:barry,us:authority:mi:county-clerk:barry-county-clerk,legacy:us:mi:county:barry:final-source,final,https://www.barrycounty.org/departments_and_officials/officials/county_clerk/elections.php,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:barry:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:bay,us:authority:mi:county-clerk:bay-county-clerk,legacy:us:mi:county:bay:source:1,final,https://www.baycountymi.gov/Clerk/Elections/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:bay:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:bay,us:authority:mi:county-clerk:bay-county-clerk,legacy:us:mi:county:bay:source:1,election_night,https://www.baycountymi.gov/Clerk/Elections/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:bay:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:berrien,us:authority:mi:county-clerk:berrien-county-clerk,legacy:us:mi:county:berrien:source:1,final,https://www.berriencounty.org/169/Elections,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:berrien:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:berrien,us:authority:mi:county-clerk:berrien-county-clerk,legacy:us:mi:county:berrien:source:1,election_night,https://www.berriencounty.org/169/Elections,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:berrien:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:calhoun,us:authority:mi:county-clerk:calhoun-county-clerk,legacy:us:mi:county:calhoun:source:1,final,https://www.calhouncountymi.gov/departments/clerk_and_register_of_deeds/elections.php,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:calhoun:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:calhoun,us:authority:mi:county-clerk:calhoun-county-clerk,legacy:us:mi:county:calhoun:source:1,election_night,https://www.calhouncountymi.gov/departments/clerk_and_register_of_deeds/elections.php,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:calhoun:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:clinton,us:authority:mi:county-clerk:clinton-county-clerk,legacy:us:mi:county:clinton:final-source,final,https://www.clinton-county.org/228/Elections,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:clinton:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:eaton,us:authority:mi:county-clerk:eaton-county-clerk,legacy:us:mi:county:eaton:final-source,final,https://www.eatoncounty.org/241/Elections,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:eaton:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:grand-traverse,us:authority:mi:county-clerk:grand-traverse-county-clerk,legacy:us:mi:county:grand-traverse:source:1,final,https://www.gtcountymi.gov/2219/Elections,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:grand-traverse:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:grand-traverse,us:authority:mi:county-clerk:grand-traverse-county-clerk,legacy:us:mi:county:grand-traverse:source:1,election_night,https://www.gtcountymi.gov/2219/Elections,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:grand-traverse:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:livingston,us:authority:mi:county-clerk:livingston-county-clerk,legacy:us:mi:county:livingston:source:1,final,https://milivcounty.gov/clerk/elections/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:livingston:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:livingston,us:authority:mi:county-clerk:livingston-county-clerk,legacy:us:mi:county:livingston:source:1,election_night,https://milivcounty.gov/clerk/elections/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:livingston:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:monroe,us:authority:mi:county-clerk:monroe-county-clerk,legacy:us:mi:county:monroe:final-source,final,https://www.co.monroe.mi.us/officials_and_departments/officials/county_clerk/elections.php,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:monroe:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:muskegon,us:authority:mi:county-clerk:muskegon-county-clerk,legacy:us:mi:county:muskegon:source:1,final,https://co.muskegon.mi.us/419/Elections,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:muskegon:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:muskegon,us:authority:mi:county-clerk:muskegon-county-clerk,legacy:us:mi:county:muskegon:source:1,election_night,https://co.muskegon.mi.us/419/Elections,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:muskegon:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:saginaw,us:authority:mi:county-clerk:saginaw-county-clerk,legacy:us:mi:county:saginaw:final-source,final,https://www.saginawcounty.com/departments/county-clerk/elections/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:saginaw:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:st-clair,us:authority:mi:county-clerk:st-clair-county-clerk,legacy:us:mi:county:st-clair:final-source,final,https://www.stclaircounty.org/offices/109,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:st-clair:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:lapeer,us:authority:mi:county-clerk:lapeer-county-clerk,legacy:us:mi:county:lapeer:final-source,final,https://www.lapeercountymi.gov/departments/county_clerk/elections.php,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:lapeer:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:shiawassee,us:authority:mi:county-clerk:shiawassee-county-clerk,legacy:us:mi:county:shiawassee:final-source,final,https://www.shiawassee.net/County-Clerk/Elections/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:shiawassee:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:midland,us:authority:mi:county-clerk:midland-county-clerk,legacy:us:mi:county:midland:final-source,final,https://www.co.midland.mi.us/CountyClerk/Elections.aspx,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:midland:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:isabella,us:authority:mi:county-clerk:isabella-county-clerk,legacy:us:mi:county:isabella:source:1,final,https://www.isabellacounty.org/departments/county-clerk/elections/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:isabella:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:isabella,us:authority:mi:county-clerk:isabella-county-clerk,legacy:us:mi:county:isabella:source:1,election_night,https://www.isabellacounty.org/departments/county-clerk/elections/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:isabella:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:gratiot,us:authority:mi:county-clerk:gratiot-county-clerk,legacy:us:mi:county:gratiot:final-source,final,https://www.gratiotmi.com/239/Elections,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:gratiot:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:ionia,us:authority:mi:county-clerk:ionia-county-clerk,legacy:us:mi:county:ionia:final-source,final,https://ioniacounty.org/departments-officials/county-clerk/elections/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:ionia:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:montcalm,us:authority:mi:county-clerk:montcalm-county-clerk,legacy:us:mi:county:montcalm:source:1,final,https://www.montcalm.us/643/Elections,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:montcalm:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:montcalm,us:authority:mi:county-clerk:montcalm-county-clerk,legacy:us:mi:county:montcalm:source:1,election_night,https://www.montcalm.us/643/Elections,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:montcalm:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:newaygo,us:authority:mi:county-clerk:newaygo-county-clerk,legacy:us:mi:county:newaygo:source:1,final,https://www.newaygocountymi.gov/departments/county-clerk/elections/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:newaygo:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:newaygo,us:authority:mi:county-clerk:newaygo-county-clerk,legacy:us:mi:county:newaygo:source:1,election_night,https://www.newaygocountymi.gov/departments/county-clerk/elections/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:newaygo:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:mecosta,us:authority:mi:county-clerk:mecosta-county-clerk,legacy:us:mi:county:mecosta:final-source,final,https://www.mecostacounty.org/government/clerk/elections.php,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:mecosta:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:oceana,us:authority:mi:county-clerk:oceana-county-clerk,legacy:us:mi:county:oceana:final-source,final,https://oceana.mi.us/government/departments/county-clerk/elections/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:oceana:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:mason,us:authority:mi:county-clerk:mason-county-clerk,legacy:us:mi:county:mason:final-source,final,https://www.masoncounty.net/departments/clerk/elections/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:mason:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:manistee,us:authority:mi:county-clerk:manistee-county-clerk,legacy:us:mi:county:manistee:final-source,final,https://www.manisteecountymi.gov/194/Elections,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:manistee:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:wexford,us:authority:mi:county-clerk:wexford-county-clerk,legacy:us:mi:county:wexford:final-source,final,https://www.wexfordcounty.org/government/county-clerk/elections/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:wexford:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:osceola,us:authority:mi:county-clerk:osceola-county-clerk,legacy:us:mi:county:osceola:final-source,final,https://www.osceola-county.org/residents/county_departments/county_clerk/elections.php,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:osceola:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:clare,us:authority:mi:county-clerk:clare-county-clerk,legacy:us:mi:county:clare:final-source,final,https://clareco.net/elections/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:clare:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:gladwin,us:authority:mi:county-clerk:gladwin-county-clerk,legacy:us:mi:county:gladwin:final-source,final,https://gladwincounty-mi.gov/departments/county-clerk/elections/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:gladwin:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:arenac,us:authority:mi:county-clerk:arenac-county-clerk,legacy:us:mi:county:arenac:final-source,final,https://www.arenaccountymi.gov/Clerk/Elections/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:arenac:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:alcona,us:authority:mi:county-clerk:alcona-county-clerk,legacy:us:mi:county:alcona:final-source,final,https://alconacountymi.com/home/county-clerk/election-results/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:alcona:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:alger,us:authority:mi:county-clerk:alger-county-clerk,legacy:us:mi:county:alger:final-source,final,https://www.algercounty.gov/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:alger:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:alpena,us:authority:mi:county-clerk:alpena-county-clerk,legacy:us:mi:county:alpena:final-source,final,https://www.alpenacounty.org/173/Election-Results,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:alpena:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:antrim,us:authority:mi:county-clerk:antrim-county-clerk,legacy:us:mi:county:antrim:final-source,final,https://www.antrimcounty.org/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:antrim:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:baraga,us:authority:mi:county-clerk:baraga-county-clerk,legacy:us:mi:county:baraga:final-source,final,https://keweenawbay.org/government/departments/elections/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:baraga:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:benzie,us:authority:mi:county-clerk:benzie-county-clerk,legacy:us:mi:county:benzie:final-source,final,https://www.benzieco.gov/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:benzie:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:branch,us:authority:mi:county-clerk:branch-county-clerk,legacy:us:mi:county:branch:source:1,final,https://www.countyofbranch.com/departments/county-clerk/elections/election-results/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:branch:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:branch,us:authority:mi:county-clerk:branch-county-clerk,legacy:us:mi:county:branch:source:1,election_night,https://www.countyofbranch.com/departments/county-clerk/elections/election-results/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:branch:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:cass,us:authority:mi:county-clerk:cass-county-clerk,legacy:us:mi:county:cass:final-source,final,https://www.casscountymi.org/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:cass:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:charlevoix,us:authority:mi:county-clerk:charlevoix-county-clerk,legacy:us:mi:county:charlevoix:final-source,final,https://www.charlevoixcounty.org/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:charlevoix:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:cheboygan,us:authority:mi:county-clerk:cheboygan-county-clerk,legacy:us:mi:county:cheboygan:final-source,final,https://www.cheboygancounty.net/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:cheboygan:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:chippewa,us:authority:mi:county-clerk:chippewa-county-clerk,legacy:us:mi:county:chippewa:final-source,final,https://www.chippewacountymi.gov/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:chippewa:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:crawford,us:authority:mi:county-clerk:crawford-county-clerk,legacy:us:mi:county:crawford:final-source,final,https://www.crawfordco.org/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:crawford:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:delta,us:authority:mi:county-clerk:delta-county-clerk,legacy:us:mi:county:delta:final-source,final,https://deltacountymi.gov/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:delta:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:dickinson,us:authority:mi:county-clerk:dickinson-county-clerk,legacy:us:mi:county:dickinson:final-source,final,https://www.dickinsoncountymi.gov/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:dickinson:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:emmet,us:authority:mi:county-clerk:emmet-county-clerk,legacy:us:mi:county:emmet:final-source,final,https://www.emmetcounty.org/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:emmet:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:gogebic,us:authority:mi:county-clerk:gogebic-county-clerk,legacy:us:mi:county:gogebic:final-source,final,https://www.gogebic.gov/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:gogebic:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:hillsdale,us:authority:mi:county-clerk:hillsdale-county-clerk,legacy:us:mi:county:hillsdale:final-source,final,https://www.hillsdalecounty.gov/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:hillsdale:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:houghton,us:authority:mi:county-clerk:houghton-county-clerk,legacy:us:mi:county:houghton:final-source,final,https://www.houghtoncounty.net/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:houghton:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:huron,us:authority:mi:county-clerk:huron-county-clerk,legacy:us:mi:county:huron:final-source,final,https://www.co.huron.mi.us/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:huron:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:mi:county:iosco,us:authority:mi:county-clerk:iosco-county-clerk,legacy:us:mi:county:iosco:final-source,final,https://iosco.net/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:mi:county:iosco:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
